,Unnamed: 0,tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,movieId,imdbId,tmdbId,randomNumber,Budget,Box Office,Rated,Metascore,IMDB Rating,IMDB Votes,Rotten Tomatoes
292,292,tt2476154,Grand Masti,Grand Masti,2013,137,"Comedy,Drama,Thriller",105084,2476154,220714.0,0.0420148754038698,4900000.0,19000000,Not Rated,,4.4,6050.0,
293,293,tt0962736,The Young Victoria,The Young Victoria,2009,105,"Biography,Drama,History",68269,962736,18320.0,0.0420255195195129,35000000.0,29196409,PG,64.0,7.3,59703.0,76.0
294,294,tt0241527,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,2001,152,"Adventure,Family,Fantasy",4896,241527,671.0,0.0425470572011317,125000000.0,976475550,PG,64.0,7.6,698180.0,81.0
295,295,tt0448134,Sunshine,Sunshine,2007,107,"Sci-Fi,Thriller",52328,448134,1272.0,0.0426565965440869,50000000.0,34806812,R,64.0,7.2,241207.0,77.0
296,296,tt5814534,Spies in Disguise,Spies in Disguise,2019,102,"Action,Adventure,Animation",204694,5814534,431693.0,0.0429437708353672,100000000.0,171616764,PG,54.0,6.8,42301.0,
297,297,tt0361322,Assisted Living,Assisted Living,2003,78,"Comedy,Drama",31680,361322,193704.0,0.0430502144339584,500.0,41,R,57.0,6.6,279.0,76.0
298,298,tt1742336,Your Sister's Sister,Your Sister's Sister,2011,90,"Comedy,Drama,Romance",95135,1742336,84355.0,0.0430730985315499,125000.0,3242802,R,72.0,6.7,26969.0,83.0
299,299,tt1757742,Apartment 143,Emergo,2011,80,"Horror,Thriller",96634,1757742,97795.0,0.0431560398538775,,4132000,R,,5.1,11264.0,17.0
300,300,tt1477834,Aquaman,Aquaman,2018,143,"Action,Adventure,Fantasy",143347,1477834,297802.0,0.0433223324558563,160000000.0,1148461807,PG-13,55.0,6.9,415156.0,65.0
301,301,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,2011,100,"Comedy,Family",86014,1650043,60307.0,0.0436662689309677,21000000.0,72526996,PG,51.0,6.5,28540.0,47.0
302,302,tt2678948,Jilla,Jilla,2014,185,"Action,Crime,Drama",187905,2678948,246087.0,0.0438550972297252,8000000.0,18000000,Not Rated,,6.3,11948.0,
303,303,tt0368008,The Manchurian Candidate,The Manchurian Candidate,2004,129,"Drama,Mystery,Sci-Fi",8781,368008,14462.0,0.0438959160190266,80000000.0,96105964,R,76.0,6.6,107855.0,80.0
304,304,tt1536537,What Happened to Monday,What Happened to Monday,2017,123,"Action,Crime,Fantasy",173925,1536537,406990.0,0.0440622985202173,20000000.0,27975429,TV-MA,47.0,6.9,114330.0,61.0
305,305,tt6304162,Loveless,Nelyubov,2017,127,Drama,172009,6304162,429174.0,0.0441135978613055,,3925992,R,86.0,7.6,31720.0,95.0
306,306,tt5968394,Captive State,Captive State,2019,109,"Action,Horror,Sci-Fi",199073,5968394,429471.0,0.0442540111808457,25000000.0,5958315,PG-13,54.0,6.0,52579.0,44.0
307,307,tt8106592,The Proposal,The Proposal,2018,86,Documentary,194508,8106592,511910.0,0.0443199110938163,,11573,,80.0,6.6,127.0,97.0
308,308,tt0810951,Look,Look,2007,102,"Comedy,Crime,Drama",105575,810951,17025.0,0.0443425797412865,,16136,R,50.0,6.6,1781.0,60.0
309,309,tt3157466,The Anderssons Rock the Mountains,Sune i fjällen,2014,91,"Comedy,Family",133401,3157466,313096.0,0.0443684718814851,,6779794,,,4.0,845.0,
310,310,tt2402927,Carol,Carol,2015,118,"Drama,Romance",133645,2402927,258480.0,0.0447052898567903,11800000.0,40272135,R,94.0,7.2,122258.0,94.0
311,311,tt0326806,Civil Brand,Civil Brand,2002,95,"Crime,Drama,Thriller",6697,326806,30246.0,0.0450119493974777,500000.0,243347,R,29.0,5.1,737.0,16.0
312,312,tt2400463,The Invitation,The Invitation,2015,100,"Drama,Mystery,Thriller",143657,2400463,306947.0,0.0450325298876973,1000000.0,354835,Not Rated,74.0,6.6,101530.0,89.0
313,313,tt0355742,Manmadhudu,Manmadhudu,2002,142,"Comedy,Romance",187621,355742,81083.0,0.0451342926991786,,37000,,,8.3,3650.0,
314,314,tt1800246,That Awkward Moment,That Awkward Moment,2014,94,"Comedy,Romance",109483,1800246,225565.0,0.0451407892894757,8000000.0,45640143,R,36.0,6.1,100310.0,22.0
315,315,tt1324055,The Mill and the Cross,Mlyn i krzyz,2011,92,"Drama,History",91952,1324055,57829.0,0.0452903797599228,,342519,Not Rated,80.0,6.9,4062.0,79.0
316,316,tt4698684,Hunt for the Wilderpeople,Hunt for the Wilderpeople,2016,101,"Adventure,Comedy,Drama",152970,4698684,371645.0,0.0453753481386401,2500000.0,23200000,PG-13,81.0,7.9,120259.0,97.0
317,317,tt0331953,Club Dread,Club Dread,2004,104,"Comedy,Horror,Mystery",7319,331953,11217.0,0.0454240552495928,8500000.0,5001655,R,45.0,5.7,29165.0,29.0
318,318,tt0179098,Moonlight Mile,Moonlight Mile,2002,117,"Drama,Romance",5625,179098,31005.0,0.0456093020853939,21000000.0,10011050,PG-13,59.0,6.6,13903.0,63.0
319,319,tt2103281,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014,130,"Action,Adventure,Drama",112623,2103281,119450.0,0.0459141011538442,170000000.0,710644566,PG-13,79.0,7.6,423375.0,90.0
320,320,tt0403358,Night Watch,Nochnoy dozor,2004,114,"Action,Fantasy,Horror",31804,403358,3040.0,0.0459441912518403,10000000.0,50336279,R,58.0,6.4,53197.0,60.0
321,321,tt0311519,The Man Without a Past,Mies vailla menneisyyttä,2002,97,"Comedy,Drama,Romance",6286,311519,7294.0,0.0462509474862341,,921,PG-13,84.0,7.7,22863.0,98.0
322,322,tt0308363,Waiting for Happiness,Heremakono,2002,90,"Drama,Music",91306,308363,47226.0,0.0463513726647094,,7406,,,6.7,999.0,78.0
323,323,tt0479528,Rogue,Rogue,2007,99,"Action,Drama,Horror",60471,479528,13022.0,0.046470664494347,20000000.0,4609644,R,,6.2,29182.0,94.0
324,324,tt0492389,Furry Vengeance,Furry Vengeance,2010,92,"Comedy,Family",77820,492389,35169.0,0.0467185391671347,35000000.0,36236710,PG,23.0,3.8,16578.0,
325,325,tt2226597,The Mountain Between Us,The Mountain Between Us,2017,112,"Action,Adventure,Drama",176355,2226597,290512.0,0.0468516278161363,35000000.0,62832209,PG-13,48.0,6.4,71397.0,39.0
326,326,tt1817676,Girl in Progress,Girl in Progress,2012,93,"Comedy,Drama",97662,1817676,82618.0,0.0468565634298897,5000000.0,4709246,PG-13,45.0,5.6,6727.0,33.0
327,327,tt0274497,The Ignorant Fairies,Le fate ignoranti,2001,106,"Drama,Romance",5614,274497,23550.0,0.0470550692908854,,215339,R,69.0,7.3,8968.0,74.0
328,328,tt5813916,The Mountain II,Dag II,2016,135,"Action,Drama,War",182993,5813916,427008.0,0.0471402531129389,670000.0,11378898,,,8.7,106813.0,
329,329,tt1285309,The Joneses,The Joneses,2009,96,"Comedy,Drama",79946,1285309,41479.0,0.0472859759153979,10000000.0,7022728,R,55.0,6.4,39452.0,62.0
330,330,tt8963708,And Then We Danced,And Then We Danced,2019,113,"Drama,Romance",201993,8963708,597088.0,0.0473264293453568,,416167,Not Rated,68.0,7.7,10830.0,93.0
331,331,tt0403933,Chasing Ghosts,Chasing Ghosts,2005,119,"Crime,Drama,Mystery",188763,403933,41726.0,0.0474886870935177,2000000.0,1102000,R,,5.4,1409.0,
332,332,tt3079380,Spy,Spy,2015,120,"Action,Comedy",134368,3079380,238713.0,0.047544241998616,65000000.0,235666219,R,75.0,7.0,237508.0,95.0
333,333,tt0312528,The Cat in the Hat,The Cat in the Hat,2003,82,"Adventure,Comedy,Family",6951,312528,10588.0,0.0477474810025116,109000000.0,133818283,PG,19.0,4.0,79735.0,9.0
334,334,tt2385104,D-Day,D-Day,2013,153,"Action,Thriller",103641,2385104,206851.0,0.0478129971832325,3900000.0,5600000,Not Rated,,7.2,9699.0,
335,335,tt0247196,Before Night Falls,Before Night Falls,2000,133,"Biography,Drama,Romance",4021,247196,5001.0,0.0478362798071292,,8524534,R,85.0,7.2,24705.0,73.0
336,336,tt0756727,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),2010,116,"Biography,Documentary,Music",83332,756727,53079.0,0.0478794297109269,,28200,Not Rated,68.0,7.6,1509.0,86.0
337,337,tt4846340,Hidden Figures,Hidden Figures,2016,127,"Biography,Drama,History",166643,4846340,381284.0,0.0479493691571724,25000000.0,230698791,PG,74.0,7.8,212010.0,93.0
338,338,tt0970452,Solomon Kane,Solomon Kane,2009,104,"Action,Adventure,Fantasy",77540,970452,32985.0,0.0482764142719228,45000000.0,19652185,R,48.0,6.1,71739.0,66.0
339,339,tt4217392,Kung Fu Yoga,Gong fu yu jia,2017,107,"Action,Adventure,Comedy",167838,4217392,383785.0,0.0484831788614125,65000000.0,254212245,Not Rated,50.0,5.2,9654.0,
340,340,tt1657501,The Golden Mean,Zolotoe sechenie,2010,90,"Adventure,Mystery",196235,1657501,135902.0,0.0487311194298759,,62811,,,5.3,72.0,
341,341,tt1872181,The Amazing Spider-Man 2,The Amazing Spider-Man 2,2014,142,"Action,Adventure,Fantasy",110553,1872181,102382.0,0.0488265041517037,200000000.0,708962323,PG-13,53.0,6.6,435019.0,52.0
342,342,tt6774212,Aiyaary,Aiyaary,2018,157,"Action,Drama,Thriller",184551,6774212,493620.0,0.0489926325073738,9150000.0,41000000,Not Rated,,5.3,4458.0,20.0
343,343,tt1028528,Death Proof,Death Proof,2007,127,"Action,Thriller",53519,1028528,1991.0,0.0493615926683306,25000000.0,30207393,TV-MA,,7.0,278806.0,65.0
344,344,tt2562232,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),2014,119,"Comedy,Drama",112183,2562232,194662.0,0.0494235147280491,18000000.0,103215094,R,87.0,7.7,600814.0,91.0
345,345,tt1067774,Monte Carlo,Monte Carlo,2011,109,"Adventure,Comedy,Family",88108,1067774,59860.0,0.0496149525222788,20000000.0,39782683,PG,43.0,5.8,43112.0,40.0
346,346,tt4425200,John Wick: Chapter 2,John Wick: Chapter 2,2017,122,"Action,Crime,Thriller",168248,4425200,324552.0,0.0500552726490555,40000000.0,171539887,R,75.0,7.5,393196.0,89.0
347,347,tt0248408,Manitou's Shoe,Der Schuh des Manitu,2001,87,"Comedy,Western",173627,248408,8366.0,0.0501709841665558,,75675074,,,6.7,18071.0,
348,348,tt0292490,Dil Chahta Hai,Dil Chahta Hai,2001,183,"Comedy,Drama,Romance",27518,292490,14752.0,0.0502682752739701,2079000.0,4099000,Not Rated,,8.1,69598.0,
349,349,tt0318974,The Alamo,The Alamo,2004,137,"Drama,History,War",7379,318974,10733.0,0.0503532884831924,145000000.0,25819961,PG-13,47.0,6.0,20460.0,
350,350,tt0283160,Extreme Ops,Extreme Ops,2002,93,"Action,Adventure,Thriller",5880,283160,15074.0,0.0503725574615729,40000000.0,10959475,PG-13,17.0,4.4,5469.0,7.0
351,351,tt0206634,Children of Men,Children of Men,2006,109,"Action,Sci-Fi,Thriller",48774,206634,9693.0,0.0504741987582529,76000000.0,70595464,R,84.0,7.9,479331.0,92.0
352,352,tt0490166,London to Brighton,London to Brighton,2006,85,"Crime,Drama,Thriller",49330,490166,14823.0,0.0504980965221284,,449681,R,55.0,6.9,8289.0,67.0
353,353,tt0892375,U2,U2 3D,2007,85,"Documentary,Music",57970,892375,37003.0,0.0506036419767911,15000000.0,22730842,G,83.0,8.3,2878.0,92.0
354,354,tt0780571,Mr. Brooks,Mr. Brooks,2007,120,"Crime,Drama,Thriller",53129,780571,3432.0,0.0507327902339608,20000000.0,41637263,R,45.0,7.3,146450.0,55.0
355,355,tt6487050,May it Last: A Portrait of the Avett Brothers,May It Last: A Portrait of the Avett Brothers,2017,104,"Documentary,Music",184379,6487050,438522.0,0.0514524282179916,,725286,Not Rated,,8.2,666.0,89.0
356,356,tt2865120,Ratchet & Clank,Ratchet & Clank,2016,94,"Action,Adventure,Animation",157865,2865120,234004.0,0.0518632416161398,20000000.0,8821329,PG,29.0,5.6,10506.0,21.0
357,357,tt0163025,Jurassic Park III,Jurassic Park III,2001,92,"Action,Adventure,Sci-Fi",4638,163025,331.0,0.0523635988509443,93000000.0,368780809,PG-13,42.0,5.9,304885.0,49.0
358,358,tt0331952,The Clearing,The Clearing,2004,95,"Drama,Mystery,Thriller",8639,331952,10742.0,0.0524617419743553,,12520799,R,60.0,5.8,13587.0,43.0
359,359,tt1645131,Romeo and Juliet,Romeo & Juliet,2013,118,"Drama,Romance",105597,1645131,91745.0,0.0526351979924566,,1162635,PG-13,41.0,5.8,11526.0,23.0
360,360,tt0456396,The Child,L'enfant,2005,95,"Crime,Drama,Romance",44937,456396,11490.0,0.0526574203576588,,5507396,R,87.0,7.4,18338.0,84.0
361,361,tt0462579,The Treatment,The Treatment,2006,86,"Comedy,Drama,Romance",56551,462579,46902.0,0.0528799310010393,900000.0,82701,Not Rated,54.0,5.9,1095.0,68.0
362,362,tt0327162,The Stepford Wives,The Stepford Wives,2004,93,"Comedy,Horror,Sci-Fi",8373,327162,9890.0,0.0529802841041404,90000000.0,102000000,PG-13,42.0,5.3,64177.0,26.0
363,363,tt1541160,Flypaper,Flypaper,2011,87,"Comedy,Crime,Mystery",91474,1541160,62046.0,0.0530043592884148,5000000.0,3142154,Not Rated,37.0,6.4,32388.0,16.0
364,364,tt7725596,Badhaai Ho,Badhaai ho,2018,124,"Comedy,Drama",196707,7725596,547654.0,0.0530191819578385,4000000.0,39000000,Not Rated,,8.0,31156.0,92.0
365,365,tt4771896,The Fury of a Patient Man,Tarde para la ira,2016,92,"Drama,Thriller",164649,4771896,411638.0,0.0531434138486958,1200000.0,1813729,TV-MA,,6.8,11378.0,
366,366,tt0386032,Sicko,Sicko,2007,123,"Documentary,Drama",53894,386032,2359.0,0.0531744684770238,9000000.0,24538513,PG-13,74.0,7.9,74788.0,91.0
367,367,tt0473064,Doomsday: The Sinking of Japan,Nihon chinbotsu,2006,135,"Adventure,Drama,Sci-Fi",165871,473064,16766.0,0.0533099258217695,,47636016,PG-13,,5.6,1436.0,
368,368,tt1190905,The One-Handed Trick,El truco del manco,2008,84,Drama,137486,1190905,143344.0,0.0534109117109982,,404075,,,6.5,577.0,
369,369,tt2312390,The Gamers: Hands of Fate,The Gamers: Hands of Fate,2013,125,"Adventure,Comedy,Fantasy",122946,2312390,214264.0,0.0534292757115406,,405916,,,6.8,791.0,
370,370,tt0170016,How the Grinch Stole Christmas,How the Grinch Stole Christmas,2000,104,"Comedy,Family,Fantasy",3988,170016,8871.0,0.0537041700641058,123000000.0,345141403,PG,46.0,6.2,222221.0,49.0
371,371,tt0397101,The Skeleton Key,The Skeleton Key,2005,104,"Drama,Horror,Mystery",34532,397101,9913.0,0.0537820362785156,43000000.0,93983911,PG-13,47.0,6.5,109694.0,38.0
372,372,tt3702996,Suck Me Shakespeer 2,Fack ju Göhte 2,2015,115,Comedy,142602,3702996,329263.0,0.0540191393457437,,83027924,,,6.0,12347.0,
373,373,tt6811018,The Kid Who Would Be King,The Kid Who Would Be King,2019,120,"Action,Adventure,Family",198129,6811018,454294.0,0.0540678016765852,59000000.0,32140970,PG,66.0,6.0,15704.0,90.0
374,374,tt0267129,Yamakasi,Yamakasi - Les samouraïs des temps modernes,2001,90,"Action,Crime,Drama",42385,267129,6935.0,0.0542302366242642,15000000.0,1297401,,,6.2,11845.0,
375,375,tt0371724,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy,2005,109,"Adventure,Comedy,Sci-Fi",33004,371724,7453.0,0.0546154398638623,50000000.0,104478416,PG,63.0,6.7,191828.0,60.0
376,376,tt2882328,Ugly,Ugly,2013,128,"Crime,Drama,Mystery",129437,2882328,191726.0,0.0548662067446947,700000.0,2200000,Not Rated,,8.0,21147.0,63.0
377,377,tt0408839,The Heartbreak Kid,The Heartbreak Kid,2007,116,"Comedy,Romance",55261,408839,9038.0,0.0555661264103024,60000000.0,127766650,R,46.0,5.8,89259.0,29.0
378,378,tt1080016,Ice Age: Dawn of the Dinosaurs,Ice Age: Dawn of the Dinosaurs,2009,94,"Adventure,Animation,Comedy",69644,1080016,8355.0,0.0555871214816262,90000000.0,886686817,PG,50.0,6.9,232645.0,46.0
379,379,tt0416496,Bandidas,Bandidas,2006,93,"Action,Comedy,Crime",43419,416496,1969.0,0.0560305934769312,35000000.0,18381890,PG-13,,5.7,34935.0,56.0
380,380,tt0377471,Be Cool,Be Cool,2005,118,"Comedy,Crime,Music",32019,377471,4551.0,0.0561065589441058,53000000.0,95226116,PG-13,37.0,5.6,68579.0,30.0
381,381,tt4136084,Florence Foster Jenkins,Florence Foster Jenkins,2016,111,"Biography,Comedy,Drama",155659,4136084,315664.0,0.0561507395623049,29000000.0,48902953,PG-13,71.0,6.8,53542.0,87.0
382,382,tt1976009,Victor Frankenstein,Victor Frankenstein,2015,110,"Drama,Horror,Sci-Fi",141004,1976009,228066.0,0.0561519834685378,40000000.0,34227298,PG-13,36.0,6.0,54640.0,100.0
383,383,tt1411238,No Strings Attached,No Strings Attached,2011,108,"Comedy,Romance",84374,1411238,41630.0,0.0561763648534225,25000000.0,149228077,R,50.0,6.2,220895.0,49.0
384,384,tt5599692,Clash,Eshtebak,2016,97,"Drama,Thriller,War",161620,5599692,393184.0,0.0564398186404269,,18215,Not Rated,78.0,7.5,5388.0,93.0
385,385,tt0205271,Dr. T & the Women,Dr. T & the Women,2000,122,"Comedy,Drama,Romance",3953,205271,10763.0,0.0566929970989483,23000000.0,22844291,R,64.0,4.6,19355.0,57.0
386,386,tt2884018,Macbeth,Macbeth,2015,113,"Drama,History,War",136564,2884018,225728.0,0.0567830101771252,15000000.0,16322067,R,71.0,6.6,54629.0,80.0
387,387,tt0371589,Buddy,Buddy,2003,100,"Comedy,Drama,Romance",27811,371589,15177.0,0.0568366379984367,,2575055,Not Rated,,6.8,4424.0,
388,388,tt1284575,Bad Teacher,Bad Teacher,2011,92,"Comedy,Romance",87485,1284575,52449.0,0.0569275884646448,20000000.0,216197492,R,47.0,5.6,198060.0,45.0
389,389,tt4669788,On the Basis of Sex,On the Basis of Sex,2018,120,"Biography,Drama",195167,4669788,339380.0,0.0569896060307503,20000000.0,38673750,PG-13,59.0,7.1,31810.0,72.0
390,390,tt1174730,City Island,City Island,2009,104,"Comedy,Drama",71466,1174730,28053.0,0.0570331761620442,6000000.0,7875862,PG-13,66.0,7.4,31228.0,82.0
391,391,tt2278871,Blue Is the Warmest Colour,La vie d'Adèle,2013,180,"Drama,Romance",105355,2278871,152584.0,0.0572646982547587,4300000.0,10165694,NC-17,89.0,7.7,144628.0,89.0
392,392,tt1324059,Wake Up Sid,Wake Up Sid,2009,138,"Comedy,Drama,Romance",134230,1324059,21297.0,0.0573208079531908,3000000.0,11000000,Not Rated,,7.6,29886.0,
393,393,tt8991268,Honeyland,Honeyland,2019,89,"Documentary,Drama",204388,8991268,566213.0,0.0579252469244889,,1133735,Unrated,86.0,8.0,16241.0,100.0
394,394,tt3231054,Risen,Risen,2016,107,"Action,Drama,History",151687,3231054,335778.0,0.0579813060681662,20000000.0,46069568,PG-13,51.0,6.3,26862.0,53.0
395,395,tt1664894,Cave of Forgotten Dreams,Cave of Forgotten Dreams,2010,90,"Documentary,History",85394,1664894,59490.0,0.0582069890877152,,6467348,G,86.0,7.4,16044.0,96.0
396,396,tt0271582,Joshua,Joshua,2002,91,Drama,5318,271582,18323.0,0.0583087832789077,,1347988,G,38.0,6.7,1863.0,22.0
397,397,tt2272336,Ghost Team One,Ghost Team One,2013,84,"Comedy,Horror",120458,2272336,159638.0,0.0586152258986781,,9195,R,21.0,4.3,2303.0,36.0
398,398,tt8085790,Little,Little,2019,109,"Comedy,Fantasy,Romance",200326,8085790,526050.0,0.0588469074233378,20000000.0,17399000,PG-13,49.0,5.5,12691.0,46.0
399,399,tt0412922,Little Manhattan,Little Manhattan,2005,84,"Comedy,Family,Romance",42958,412922,16553.0,0.0589251598626004,385373.0,1117920,PG,52.0,7.5,23261.0,77.0
400,400,tt5173032,Buster's Mal Heart,Buster's Mal Heart,2016,96,"Crime,Drama,Mystery",169958,5173032,367147.0,0.0591436875373287,,73121,Unrated,63.0,6.2,9767.0,70.0
401,401,tt2281002,Cult,Karuto,2013,84,Horror,199980,2281002,225666.0,0.0591956472418133,,107670,,,5.4,729.0,
402,402,tt0264578,The Endurance,The Endurance: Shackleton's Legendary Antarctic Expedition,2000,97,"Documentary,History",4783,264578,32567.0,0.0593008695119555,,2452566,G,85.0,7.8,1965.0,95.0
403,403,tt0804516,P2,P2,2007,98,"Crime,Horror,Thriller",56165,804516,13474.0,0.0593567096165577,3500000.0,7766240,R,37.0,5.9,33030.0,35.0
404,404,tt4302938,Kubo and the Two Strings,Kubo and the Two Strings,2016,101,"Action,Adventure,Animation",162578,4302938,313297.0,0.0595188091691181,60000000.0,76249438,PG,84.0,7.8,123082.0,97.0
405,405,tt4110568,Dil Dhadakne Do,Dil Dhadakne Do,2015,170,"Comedy,Drama,Romance",155285,4110568,338065.0,0.0595687346409737,13000000.0,22000000,Not Rated,,6.9,16360.0,63.0
406,406,tt0339291,A Series of Unfortunate Events,A Series of Unfortunate Events,2004,108,"Adventure,Comedy,Family",27706,339291,11774.0,0.0597234958139618,140000000.0,209073645,PG,62.0,6.8,201936.0,72.0
407,407,tt0822847,Priest,Priest,2011,87,"Action,Adventure,Fantasy",86835,822847,38321.0,0.0598653782962886,60000000.0,78309131,PG-13,41.0,5.7,117855.0,15.0
408,408,tt1615147,Margin Call,Margin Call,2011,107,"Drama,Thriller",90439,1615147,50839.0,0.0601021404317884,3500000.0,19504039,R,76.0,7.1,122369.0,87.0
409,409,tt1612774,Rubber,Rubber,2010,82,"Comedy,Fantasy,Horror",81132,1612774,45649.0,0.0601491844252884,500000.0,98017,R,59.0,5.8,35743.0,68.0
410,410,tt2769896,Solan og Ludvig - Jul i Flåklypa,Solan og Ludvig - Jul i Flåklypa,2013,76,"Animation,Family",115925,2769896,230731.0,0.060352931229752,,12345881,,,6.8,1684.0,
411,411,tt0337909,Calendar Girls,Calendar Girls,2003,108,"Comedy,Drama",7155,337909,8696.0,0.0608159226439868,10000000.0,96542059,PG-13,60.0,6.9,25366.0,74.0
412,412,tt0465502,Igor,Igor,2008,87,"Animation,Comedy,Family",64116,465502,14248.0,0.0609712242088202,25000000.0,30700000,PG,40.0,6.0,23017.0,39.0
413,413,tt0385726,Glory Road,Glory Road,2006,118,"Biography,Drama,Sport",42730,385726,9918.0,0.0611556331645115,,42647449,PG,58.0,7.2,44570.0,
414,414,tt0310775,Sympathy for Mr. Vengeance,Boksuneun naui geot,2002,129,"Crime,Drama,Thriller",27592,310775,4689.0,0.0613375535670338,4000000.0,1954937,R,56.0,7.6,65841.0,54.0
415,415,tt1244754,Conviction,Conviction,2010,107,"Biography,Crime,Drama",80939,1244754,45094.0,0.061619138284648,12500000.0,6732980,R,61.0,7.2,43517.0,68.0
416,416,tt6908274,Mirage,Durante la tormenta,2018,128,"Drama,Fantasy,Mystery",200200,6908274,529216.0,0.0617615165839762,,17325485,TV-MA,,7.4,48791.0,
417,417,tt1844048,"Supermenedzher, ili Motyga sudby","Supermenedzher, ili Motyga sudby",2011,82,Comedy,171743,1844048,67958.0,0.0621646980556501,,404117,,,2.7,354.0,
418,418,tt5311514,Your Name.,Kimi no na wa.,2016,106,"Animation,Drama,Fantasy",163134,5311514,372058.0,0.0622206432444506,,357986087,TV-PG,79.0,8.4,225931.0,98.0
419,419,tt0261289,Serving Sara,Serving Sara,2002,102,"Comedy,Romance",5529,261289,12771.0,0.0622622756238363,29000000.0,16930185,PG-13,18.0,5.4,17335.0,4.0
420,420,tt1924429,Trance,Trance,2013,101,"Crime,Drama,Mystery",101741,1924429,68727.0,0.062264678152082,20000000.0,24261569,R,61.0,6.9,111823.0,68.0
421,421,tt0295297,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,2002,161,"Adventure,Family,Fantasy",5816,295297,672.0,0.0623558235225683,100000000.0,876688482,PG,63.0,7.4,581541.0,82.0
422,422,tt0221799,An American Rhapsody,An American Rhapsody,2001,106,Drama,4737,221799,37920.0,0.0624226114607292,,850225,PG-13,51.0,6.7,4226.0,
423,423,tt1634122,Johnny English Reborn,Johnny English Reborn,2011,101,"Action,Adventure,Comedy",90522,1634122,58233.0,0.0626253864184657,45000000.0,160078586,PG,46.0,6.3,125282.0,38.0
424,424,tt1032846,"4 Months, 3 Weeks and 2 Days","4 luni, 3 saptamâni si 2 zile",2007,113,Drama,55069,1032846,2009.0,0.0627146543124005,852510.0,1185783,Not Rated,97.0,7.9,58588.0,96.0
425,425,tt0968264,The Conspirator,The Conspirator,2010,122,"Crime,Drama,History",88950,968264,60309.0,0.0629828856659532,25000000.0,15478800,PG-13,55.0,6.9,28376.0,56.0
426,426,tt0903657,Love & Mercy,Love & Mercy,2014,121,"Biography,Drama,Music",134881,903657,271714.0,0.063568810201819,,28641776,PG-13,80.0,7.4,37897.0,89.0
427,427,tt1666801,The DUFF,The Duff,2015,101,"Comedy,Romance",126548,1666801,272693.0,0.0638525950417204,8500000.0,43528634,PG-13,56.0,6.5,88090.0,73.0
428,428,tt1245112,[Rec]²,[Rec]²,2009,85,"Horror,Thriller",74750,1245112,10664.0,0.0639928136125552,5600000.0,18469680,R,52.0,6.5,70844.0,68.0
429,429,tt1562899,Jinn,Jinn,2014,97,"Fantasy,Horror,Thriller",136974,1562899,52653.0,0.0641053880590352,,149337,PG-13,24.0,4.2,4683.0,18.0
430,430,tt1270286,To Save a Life,To Save a Life,2009,120,Drama,141952,1270286,41144.0,0.0641958015727331,500000.0,3824868,PG-13,19.0,6.9,5571.0,39.0
431,431,tt3678782,Badlapur,Badlapur,2015,134,"Action,Crime,Drama",134180,3678782,323517.0,0.0644132113465003,3700000.0,11480000,Not Rated,,7.4,22993.0,92.0
432,432,tt3619772,Hate Story 2,Hate Story 2,2014,130,"Drama,Thriller",156589,3619772,282346.0,0.0645475957728834,2300000.0,4600000,Not Rated,,4.4,2148.0,
433,433,tt5969846,Sous le même toit,Sous le même toit,2017,97,"Comedy,Family",183973,5969846,426962.0,0.0648184922795048,,4855506,,,5.3,951.0,
434,434,tt0266437,Demobbed,DMB,2000,90,Comedy,170591,266437,64266.0,0.0651366822569862,,35000,,,7.5,2426.0,
435,435,tt10521814,K-12,K-12,2019,96,"Fantasy,Horror,Musical",205992,10521814,616584.0,0.0651732099415829,6000000.0,359377,Not Rated,,6.5,2688.0,
436,436,tt1121096,Seventh Son,Seventh Son,2014,102,"Action,Adventure,Fantasy",119655,1121096,68737.0,0.0655147383783568,95000000.0,114178613,PG-13,30.0,5.5,74531.0,12.0
437,437,tt0367085,Soul Plane,Soul Plane,2004,86,Comedy,8363,367085,12657.0,0.0656398128830259,16000000.0,14822346,R,33.0,4.5,22476.0,18.0
438,438,tt0420223,Stranger Than Fiction,Stranger Than Fiction,2006,113,"Comedy,Drama,Fantasy",46976,420223,1262.0,0.0663122951140005,30000000.0,53653224,PG-13,67.0,7.5,224164.0,73.0
439,439,tt0478970,Ant-Man,Ant-Man,2015,117,"Action,Adventure,Comedy",122900,478970,102899.0,0.0663654791930373,130000000.0,519311965,PG-13,64.0,7.3,606659.0,83.0
440,440,tt0492956,The Game Plan,The Game Plan,2007,110,"Comedy,Family,Sport",55250,492956,13680.0,0.0663718707539623,22000000.0,147880543,PG,44.0,6.1,61902.0,29.0
